workclass,education,marital-status,occupation,relationship,race
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, 10th, Married-civ-spouse, Transport-moving, Husband, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White
 ?, 11th, Never-married, ?, Own-child, White
 Private, HS-grad, Married-civ-spouse, Sales, Wife, White
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White
 Private, 11th, Divorced, Other-service, Unmarried, White
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White
 Private, 10th, Never-married, Other-service, Own-child, White
 Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White
 ?, 5th-6th, Married-civ-spouse, ?, Husband, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Separated, Tech-support, Not-in-family, White
 Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Widowed, Prof-specialty, Unmarried, White
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White
 Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Federal-gov, Bachelors, Never-married, Exec-managerial, Own-child, White
 Private, HS-grad, Separated, Exec-managerial, Unmarried, White
 Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White
 Private, HS-grad, Never-married, Other-service, Other-relative, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White
 State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White
 Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black
 Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White
 Private, Bachelors, Never-married, Tech-support, Not-in-family, Black
 ?, 10th, Never-married, ?, Own-child, White
 Private, HS-grad, Never-married, Sales, Own-child, White
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White
 State-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Black
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Federal-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black
 ?, 12th, Married-civ-spouse, ?, Husband, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Divorced, Transport-moving, Own-child, White
 Private, Some-college, Never-married, Transport-moving, Own-child, White
 Private, HS-grad, Never-married, Craft-repair, Own-child, Black
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander
 ?, HS-grad, Never-married, ?, Not-in-family, White
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, 12th, Never-married, Adm-clerical, Unmarried, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, White
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black
 Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 ?, Assoc-voc, Never-married, ?, Own-child, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Black
 Private, HS-grad, Never-married, Other-service, Unmarried, Black
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Never-married, Sales, Unmarried, White
 Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 5th-6th, Never-married, Handlers-cleaners, Unmarried, White
 State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Assoc-acdm, Divorced, Sales, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, White
 Private, Some-college, Never-married, Sales, Own-child, Black
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Federal-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, 10th, Married-spouse-absent, Other-service, Not-in-family, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White
 Private, 11th, Never-married, Other-service, Own-child, White
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Never-married, Other-service, Unmarried, White
 Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black
 Local-gov, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black
 Private, HS-grad, Divorced, Other-service, Unmarried, Black
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, 5th-6th, Never-married, Craft-repair, Not-in-family, White
 Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White
 ?, 11th, Never-married, ?, Own-child, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 12th, Divorced, Craft-repair, Own-child, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other
 Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black
 Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, White
 Private, Masters, Divorced, Prof-specialty, Not-in-family, White
 Private, 7th-8th, Never-married, Other-service, Own-child, White
 Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander
 Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White
 Private, Masters, Married-civ-spouse, Sales, Husband, White
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Divorced, Craft-repair, Unmarried, White
 Private, Doctorate, Divorced, Prof-specialty, Unmarried, Black
 Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Own-child, White
 Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 11th, Never-married, Other-service, Own-child, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, White
 Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White
 Self-emp-not-inc, Masters, Divorced, Other-service, Unmarried, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 State-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White
 ?, 1st-4th, Married-civ-spouse, ?, Husband, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Other-relative, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White
 ?, Some-college, Married-civ-spouse, ?, Husband, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, White
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-not-inc, Assoc-acdm, Widowed, Sales, Unmarried, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 State-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White
 Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White
 State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White
 ?, HS-grad, Never-married, ?, Own-child, Asian-Pac-Islander
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo
 Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo
 Local-gov, HS-grad, Divorced, Protective-serv, Unmarried, White
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-spouse-absent, Adm-clerical, Unmarried, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White
 Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White
 Private, HS-grad, Never-married, Transport-moving, Own-child, White
 Local-gov, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White
 Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, 10th, Married-spouse-absent, Craft-repair, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, Black
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 11th, Never-married, Other-service, Unmarried, Black
 Private, HS-grad, Never-married, Craft-repair, Own-child, White
 Private, 11th, Never-married, Sales, Own-child, White
 Private, Assoc-voc, Never-married, Other-service, Own-child, White
 ?, Some-college, Divorced, ?, Unmarried, White
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, White
 Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White
 Private, HS-grad, Widowed, Exec-managerial, Unmarried, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White
 Private, HS-grad, Never-married, Other-service, Own-child, White
 ?, Some-college, Married-civ-spouse, ?, Husband, White
 ?, Some-college, Never-married, ?, Unmarried, White
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White
 ?, Bachelors, Married-civ-spouse, ?, Husband, White
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, 10th, Never-married, Transport-moving, Not-in-family, Black
 State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White
 Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White
 ?, Assoc-acdm, Never-married, ?, Own-child, White
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White
 State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, Masters, Widowed, Exec-managerial, Unmarried, White
 Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White
 Private, Some-college, Widowed, Adm-clerical, Not-in-family, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 9th, Never-married, Other-service, Own-child, Black
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Divorced, Sales, Not-in-family, White
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White
 Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 ?, HS-grad, Never-married, ?, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, 12th, Never-married, Other-service, Own-child, White
 Private, HS-grad, Widowed, Tech-support, Unmarried, Black
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Self-emp-not-inc, 11th, Separated, Other-service, Unmarried, White
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White
 ?, 10th, Married-civ-spouse, ?, Husband, White
 Private, Some-college, Divorced, Sales, Unmarried, White
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Never-married, Farming-fishing, Own-child, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, 9th, Never-married, Craft-repair, Not-in-family, White
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White
 ?, Some-college, Never-married, ?, Not-in-family, White
 Private, Bachelors, Divorced, Other-service, Not-in-family, White
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, Assoc-voc, Never-married, Other-service, Not-in-family, White
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White
 ?, HS-grad, Married-civ-spouse, ?, Own-child, White
 Private, HS-grad, Never-married, Transport-moving, Other-relative, White
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White
 Private, HS-grad, Divorced, Other-service, Not-in-family, White
 ?, HS-grad, Never-married, ?, Own-child, White
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 ?, Some-college, Divorced, ?, Not-in-family, White
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Never-married, Sales, Unmarried, White
 Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White
 Private, Some-college, Never-married, Protective-serv, Unmarried, Black
 Private, 10th, Divorced, Craft-repair, Not-in-family, White
 Private, HS-grad, Widowed, Craft-repair, Not-in-family, White
 Private, HS-grad, Never-married, Other-service, Unmarried, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 ?, HS-grad, Never-married, ?, Unmarried, Black
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White
 Private, HS-grad, Married-spouse-absent, Protective-serv, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander
 Private, HS-grad, Divorced, Other-service, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Never-married, Farming-fishing, Own-child, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, Other
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Craft-repair, Other-relative, White
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White
 Local-gov, HS-grad, Widowed, Transport-moving, Unmarried, White
 Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White
 ?, HS-grad, Never-married, ?, Own-child, Amer-Indian-Eskimo
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black
 Private, 12th, Never-married, Protective-serv, Own-child, Black
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, 11th, Married-civ-spouse, Other-service, Wife, Black
 Private, Some-college, Divorced, Sales, Own-child, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, Black
 Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White
 Private, Some-college, Never-married, Sales, Own-child, White
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-inc, Assoc-voc, Never-married, Transport-moving, Unmarried, White
 State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo
 ?, 11th, Never-married, ?, Own-child, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Divorced, Other-service, Not-in-family, White
 Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White
 ?, Some-college, Widowed, ?, Unmarried, Black
 Federal-gov, 10th, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, Other
 Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Never-married, Protective-serv, Own-child, White
 Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander
 Private, 10th, Never-married, Handlers-cleaners, Own-child, White
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White
 Private, Some-college, Separated, Other-service, Unmarried, Black
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White
 Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White
 Local-gov, HS-grad, Separated, Other-service, Unmarried, Black
 State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, 1st-4th, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White
 Private, Bachelors, Never-married, Craft-repair, Own-child, Black
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, White
 Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 Private, Some-college, Never-married, Sales, Own-child, White
 Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White
 Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Not-in-family, White
 Private, 11th, Separated, Craft-repair, Not-in-family, White
 State-gov, Bachelors, Never-married, Protective-serv, Unmarried, Black
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White
 State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White
 Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White
